"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","363","test_every_interactive_control_has_an_accessible_name[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","4","test_login_rejects_bad_credentials[ALICE-wonderland-username case mismatch]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","361","test_touch_targets_meet_the_minimum_size[Galaxy S9+-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","5","test_filter_by_category_returns_only_that_category[audio]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","667","test_touch_targets_meet_the_minimum_size[Galaxy S9+-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Failure *messages* are a feature. Test them like one.","20","test_api_error_message_includes_request_and_response_detail","tests.services","2026-08-13","passed","2026-08-13","","test_contract_and_properties","",""
"Documentation drift check. If an endpoint the suite exercises disappears
    from the spec, someone changed the contract without updating the docs.","1","test_openapi_declares_every_endpoint_the_tests_use","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","776","test_every_interactive_control_has_an_accessible_name[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","11","test_quantity_boundaries[2-201-numeric string \u2014 coerced by the API]","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"A behaviour worth pinning down: does the API *merge* lines or *append*
    duplicates? Both are defensible designs; only one matches the spec, and an
    unpinned choice will silently flip during a refactor.","11","test_adding_same_product_twice_increments_quantity","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"","128","test_password_field_is_masked[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","8","test_quantity_boundaries[100-422-above maximum]","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[' OR '1'='1]","tests.services","2026-08-13","passed","2026-08-13","","test_contract_and_properties","",""
"","3","test_remove_item_updates_total","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","324","test_keyboard_focus_is_visible[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"","4","test_adding_unknown_product_is_rejected[-1]","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload0-empty body]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","257","test_layout_collapses_to_a_mobile_nav[iPhone 15-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","656","test_out_of_stock_products_cannot_be_added[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","5","test_search_is_case_insensitive_substring_match[AURORA-Aurora]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1050","test_layout_survives_rotation[webkit-landscape]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","92","test_content_is_readable_without_zooming[iPad (gen 7)-chromium]","tests.web","2026-08-13","skipped","2026-08-13","","test_mobile_web","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","1913","test_public_pages_have_no_serious_accessibility_violations[firefox-/]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"","147","test_page_has_exactly_one_h1_and_a_language[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"Relational assertion — stronger than hardcoding counts, and it survives
    the catalogue growing. Prefer invariants over magic numbers.","6","test_filter_by_category_is_a_subset_of_the_full_catalogue","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"","286","test_session_persists_across_reload[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","2534","test_offline_mode_does_not_show_a_blank_page[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","705","test_category_filter[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","244","test_device_reports_a_mobile_user_agent[iPad (gen 7)-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","386","test_can_complete_a_purchase_on_a_phone[iPad (gen 7)-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","858","test_content_is_readable_without_zooming[iPhone 15-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","1075","test_public_pages_have_no_serious_accessibility_violations[webkit-/]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"","147","test_out_of_stock_products_cannot_be_added[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Network shaping via CDP. Emulating a slow link surfaces missing loading
    states and races that a gigabit office connection hides completely.

    CDP is a Chromium protocol, so this test cannot run on Firefox or WebKit —
    the first cross-browser CI run failed here with ""CDP session is only
    available in Chromium"". Skipping with an explicit reason is the honest fix:
    the capability genuinely does not exist elsewhere, and a silent pass would
    misrepresent the coverage. For latency on other engines, fall back to
    `page.route` with a delay in the handler, which works everywhere.
    ","2153","test_page_works_on_a_slow_3g_connection[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","337","test_login_form_is_keyboard_operable[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"","5","test_adding_unknown_product_is_rejected[999999]","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","440","test_complete_purchase_journey[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","162","test_mobile_nav_opens_and_is_announced[iPhone 15-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","616","test_keyboard_focus_is_visible[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","368","test_touch_targets_meet_the_minimum_size[iPhone 15-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","5","test_login_rejects_bad_credentials[alice -wonderland-trailing whitespace in username]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","235","test_touch_targets_meet_the_minimum_size[iPad (gen 7)-webkit]","tests.web","2026-08-13","skipped","2026-08-13","","test_mobile_web","",""
"","752","test_user_can_log_in_with_valid_credentials[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"","4","test_filter_by_category_returns_only_that_category[video]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"","9","test_login_with_valid_credentials_returns_token","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","228","test_login_errors_are_shown_to_the_user[chromium-ghost-wonderland-Invalid credentials]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"DELETE should be idempotent — deleting twice must not 404 or 500.","10","test_removing_a_product_that_is_not_in_the_cart_is_idempotent","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"","552","test_mobile_nav_opens_and_is_announced[Pixel 7-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","4","test_search_is_case_insensitive_substring_match[aurora-Aurora]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1387","test_can_complete_a_purchase_on_a_phone[Pixel 7-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","106","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-chromium]","tests.web","2026-08-13","skipped","2026-08-13","","test_mobile_web","",""
"","8","test_cannot_add_out_of_stock_product","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","422","test_content_is_readable_without_zooming[Pixel 7-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Precondition via API, verification via UI — the pattern to default to.","1090","test_removing_an_item_updates_the_total[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","3","test_search_is_case_insensitive_substring_match[phone-Headphones]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload5-wrong types]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","172","test_touch_targets_meet_the_minimum_size[iPhone 15-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","3","test_limit_parameter_boundaries[101-422]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[%00]","tests.services","2026-08-13","passed","2026-08-13","","test_contract_and_properties","",""
"","552","test_logout_clears_the_session[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","2207","test_error_message_is_announced_to_assistive_technology[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","611","test_login_errors_are_shown_to_the_user[firefox---Username and password are required]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"","422","test_mobile_nav_opens_and_is_announced[Galaxy S9+-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","1063","test_error_message_is_announced_to_assistive_technology[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","310","test_login_errors_are_shown_to_the_user[webkit---Username and password are required]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","239","test_api_failure_is_surfaced_to_the_user[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","273","test_login_errors_are_shown_to_the_user[chromium-alice-nope-Invalid credentials]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"","219","test_add_to_cart_updates_the_badge[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","133","test_layout_collapses_to_a_mobile_nav[iPhone 15-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","830","test_can_complete_a_purchase_on_a_phone[iPad (gen 7)-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","578","test_user_can_log_in_with_valid_credentials[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"","8","test_search_is_case_insensitive_substring_match[  -None]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","128","test_content_is_readable_without_zooming[iPhone 15-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","93","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","489","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","474","test_can_complete_a_purchase_on_a_phone[Pixel 7-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","4","test_unknown_product_returns_404[999999]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"A reused token across logins is a real security defect, and a trivial
    test to write. Cheap tests for expensive bugs are the best ratio in QA.","9","test_tokens_are_unique_per_login","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","900","test_add_to_cart_updates_the_badge[firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","277","test_layout_survives_rotation[chromium-landscape]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","10","test_quantity_boundaries[1.5-422-non-integer]","tests.services","2026-08-13","passed","2026-08-13","","test_cart_flow","",""
"","365","test_cart_survives_a_page_reload[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Proves the retry policy without needing a flaky server.

    Every piece of ""clever"" framework logic — retries, backoff, token refresh —
    needs a test like this, or it is untrustworthy exactly when it matters.
    ","1849","test_api_client_retries_transient_5xx_on_idempotent_requests","tests.services","2026-08-13","passed","2026-08-13","","test_contract_and_properties","",""
"","5","test_limit_parameter_boundaries[many-422]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","4","test_login_rejects_malformed_payloads[payload2-missing username]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","5","test_protected_endpoint_requires_valid_bearer_token[Bearer]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","5","test_unknown_product_returns_404[-1]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"","3","test_limit_parameter_boundaries[-5-422]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","4","test_login_rejects_bad_credentials[alice-wonderland -trailing whitespace in password]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","3","test_limit_parameter_boundaries[0-422]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","241","test_content_is_readable_without_zooming[iPhone 15-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","6","test_unknown_product_returns_404[0]","tests.services","2026-08-13","passed","2026-08-13","","test_products","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","116","test_no_horizontal_scrolling[Galaxy S9+-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","159","test_touch_targets_meet_the_minimum_size[Galaxy S9+-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","194","test_search_filters_the_grid[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","151","test_content_is_readable_without_zooming[Galaxy S9+-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Multi-tenancy isolation — the bug class that makes headlines.

    Two fixtures, two real sessions. This is why `api_client` is function-scoped:
    a shared client could not express this scenario at all.
    ","20","test_two_users_have_isolated_carts","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","396","test_search_filters_the_grid[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","216","test_login_errors_are_shown_to_the_user[chromium---Username and password are required]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","439","test_offline_mode_does_not_show_a_blank_page[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","687","test_dark_mode_renders_with_readable_contrast[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","101","test_no_horizontal_scrolling[iPhone 15-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","442","test_api_failure_is_surfaced_to_the_user[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","595","test_device_reports_a_mobile_user_agent[Galaxy S9+-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","135","test_touch_targets_meet_the_minimum_size[Pixel 7-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","399","test_touch_targets_meet_the_minimum_size[Pixel 7-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1290","test_layout_survives_rotation[webkit-portrait]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","405","test_layout_collapses_to_a_mobile_nav[Pixel 7-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","813","test_login_errors_are_shown_to_the_user[firefox-alice-nope-Invalid credentials]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","539","test_login_errors_are_shown_to_the_user[webkit-ghost-wonderland-Invalid credentials]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","211","test_every_interactive_control_has_an_accessible_name[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_accessibility_and_visual","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","757","test_can_complete_a_purchase_on_a_phone[iPhone 15-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"","392","test_device_reports_a_mobile_user_agent[iPad (gen 7)-firefox]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"A retried POST can create two orders. This test is the guardrail that
    stops a well-meaning future change from making POST retryable.","20","test_api_client_does_not_retry_post","tests.services","2026-08-13","passed","2026-08-13","","test_contract_and_properties","",""
"","134","test_device_reports_a_mobile_user_agent[Galaxy S9+-chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","665","test_login_errors_are_shown_to_the_user[firefox-alice--Username and password are required]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
"Precondition via API, verification via UI — the pattern to default to.","424","test_removing_an_item_updates_the_total[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","206","test_checkout_button_is_disabled_for_an_empty_cart[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"","4","test_protected_endpoint_requires_valid_bearer_token[Bearer not-a-real-token]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","5","test_protected_endpoint_requires_valid_bearer_token[bearer lowercase-scheme-valid-token-shape]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","197","test_device_reports_a_mobile_user_agent[iPhone 15-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1079","test_can_complete_a_purchase_on_a_phone[Galaxy S9+-webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_mobile_web","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","849","test_complete_purchase_journey[webkit]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","3","test_login_rejects_bad_credentials[alice-wrong-password-wrong password]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","5","test_login_rejects_malformed_payloads[payload1-missing password]","tests.services","2026-08-13","passed","2026-08-13","","test_auth","",""
"","268","test_cart_survives_a_page_reload[chromium]","tests.web","2026-08-13","passed","2026-08-13","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","220","test_login_errors_are_shown_to_the_user[chromium-alice--Username and password are required]","tests.web","2026-08-13","passed","2026-08-13","","test_login","",""
