"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","271","test_every_interactive_control_has_an_accessible_name[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","874","test_api_failure_is_surfaced_to_the_user[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","678","test_error_message_is_announced_to_assistive_technology[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","413","test_login_errors_are_shown_to_the_user[webkit-alice-nope-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","1802","test_dark_mode_renders_with_readable_contrast[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","144","test_no_horizontal_scrolling[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1364","test_can_complete_a_purchase_on_a_phone[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","429","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1455","test_layout_survives_rotation[firefox-landscape]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","872","test_login_errors_are_shown_to_the_user[firefox-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[{{7*7}}]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","7","test_quantity_boundaries[0-422-below minimum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","214","test_search_with_no_results_shows_zero_and_no_error[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","219","test_session_persists_across_reload[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","761","test_search_with_no_results_shows_zero_and_no_error[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Cross-layer consistency — my favourite kind of test.

    The UI must render exactly what the API serves. This catches client-side
    filtering, pagination and caching bugs that neither layer finds alone.
    ","340","test_ui_and_api_agree_on_the_catalogue[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","413","test_login_form_is_keyboard_operable[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","10","test_order_is_retrievable_after_creation","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"One generated test per operation in the spec.

    `call_and_validate` runs the built-in checks: not_a_server_error,
    status_code_conformance, content_type_conformance, response_schema_conformance,
    positive_data_acceptance. A failure prints a curl command that reproduces it —
    paste that straight into a ticket.

    ### Triage log (read this — it is the real lesson)

    Three findings came out of the first runs of this single test:

      1. *Undocumented status code 400/401* — REAL. The service returns them;
         the spec never mentioned them. Fixed by documenting them (sut/app.py).
      2. *Response schema mismatch on 422* — REAL, and self-inflicted by the fix
         for (1): we declared `detail: string` while FastAPI returns a list of
         error objects. Fixed by removing the wrong override.
      3. *`positive_data_acceptance` on `?in_stock=null`* — NOT a product bug.
         An optional query parameter is `boolean | null` in the schema, but a
         URL query string has no way to express JSON `null`; the generator sends
         the literal text ""null"" and the server correctly rejects it. This is a
         limitation of OpenAPI's expressiveness, not a defect.

    Finding (3) is excluded below, *with the reason recorded next to the code*.
    Excluding a check without writing down why is how contract testing decays
    into a permanently-yellow job everyone ignores.

    A fourth finding appeared later, and only under `pytest -n 4`: an
    intermittent `FailedHealthCheck: Too many generated examples are filtered
    out`. Also not a product bug — see the `filter_too_much` note on the
    settings below. Two lessons in one test: generated-testing tools produce
    findings about *themselves* as well as about the system, and a flake that
    only appears in parallel is still a flake that must be diagnosed rather
    than retried.
    ","413","test_api_conforms_to_its_openapi_spec[DELETE /api/cart/items/{product_id}]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","102","test_touch_targets_meet_the_minimum_size[iPad (gen 7)-chromium]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[../../etc/passwd]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","512","test_login_errors_are_shown_to_the_user[webkit-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","4","test_limit_parameter_boundaries[1-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","279","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-webkit]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","8","test_quantity_boundaries[1-201-minimum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","263","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","728","test_public_pages_have_no_serious_accessibility_violations[webkit-/login]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"DELETE should be idempotent — deleting twice must not 404 or 500.","14","test_removing_a_product_that_is_not_in_the_cart_is_idempotent","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[None]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","469","test_can_complete_a_purchase_on_a_phone[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"A hand-rolled visual check, so you can see the mechanics.

    In production use a service (Percy, Applitools, Chromatic) or Playwright's
    own `expect(page).to_have_screenshot()` in the JS runner. What matters is
    that you understand the four levers below — every tool exposes the same ones.

    ### A screenshot is only comparable within one environment

    The first CI run of this test failed on all three engines. The baseline had
    been recorded on Windows/Chromium, and Linux CI renders the same page with
    different font rasterisation — before you even consider that Firefox and
    WebKit are different engines entirely.

    That is not a bug to work around, it is the defining property of visual
    testing: a baseline belongs to one browser on one operating system. Hence
    the platform- and engine-keyed filename below. In a real project you either
    commit baselines generated inside the same container CI uses, or you use a
    hosted service that manages exactly this problem for you.
    ","1629","test_product_grid_matches_the_visual_baseline[firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_accessibility_and_visual","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","253","test_layout_collapses_to_a_mobile_nav[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","6","test_unknown_product_returns_404[999999]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","301","test_layout_survives_rotation[chromium-landscape]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","380","test_touch_targets_meet_the_minimum_size[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","411","test_complete_purchase_journey[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","7","test_protected_endpoint_requires_valid_bearer_token[wonderland]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","405","test_no_horizontal_scrolling[iPad (gen 7)-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","697","test_add_to_cart_updates_the_badge[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","228","test_api_failure_is_surfaced_to_the_user[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","357","test_content_is_readable_without_zooming[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","170","test_mobile_nav_opens_and_is_announced[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","127","test_device_reports_a_mobile_user_agent[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","1151","test_login_form_is_keyboard_operable[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","5","test_filter_by_category_returns_only_that_category[audio]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","576","test_login_errors_are_shown_to_the_user[firefox---Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","619","test_cart_survives_a_page_reload[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","250","test_device_reports_a_mobile_user_agent[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","332","test_checkout_button_is_disabled_for_an_empty_cart[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","533","test_logout_clears_the_session[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","2514","test_offline_mode_does_not_show_a_blank_page[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","353","test_keyboard_focus_is_visible[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Network shaping via CDP. Emulating a slow link surfaces missing loading
    states and races that a gigabit office connection hides completely.

    CDP is a Chromium protocol, so this test cannot run on Firefox or WebKit —
    the first cross-browser CI run failed here with ""CDP session is only
    available in Chromium"". Skipping with an explicit reason is the honest fix:
    the capability genuinely does not exist elsewhere, and a silent pass would
    misrepresent the coverage. For latency on other engines, fall back to
    `page.route` with a delay in the handler, which works everywhere.
    ","2161","test_page_works_on_a_slow_3g_connection[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","4","test_login_rejects_bad_credentials[alice-wonderland -trailing whitespace in password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","801","test_search_filters_the_grid[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","455","test_login_errors_are_shown_to_the_user[webkit-alice--Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","606","test_login_errors_are_shown_to_the_user[firefox--wonderland-Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Network shaping via CDP. Emulating a slow link surfaces missing loading
    states and races that a gigabit office connection hides completely.

    CDP is a Chromium protocol, so this test cannot run on Firefox or WebKit —
    the first cross-browser CI run failed here with ""CDP session is only
    available in Chromium"". Skipping with an explicit reason is the honest fix:
    the capability genuinely does not exist elsewhere, and a silent pass would
    misrepresent the coverage. For latency on other engines, fall back to
    `page.route` with a delay in the handler, which works everywhere.
    ","0","test_page_works_on_a_slow_3g_connection[firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Precondition via API, verification via UI — the pattern to default to.","388","test_removing_an_item_updates_the_total[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","6","test_login_rejects_malformed_payloads[payload4-oversized username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","5","test_limit_parameter_boundaries[100-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","225","test_no_horizontal_scrolling[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload2-missing username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","97","test_device_reports_a_mobile_user_agent[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","1089","test_public_pages_have_no_serious_accessibility_violations[firefox-/login]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","4","test_limit_parameter_boundaries[101-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","263","test_layout_collapses_to_a_mobile_nav[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","267","test_no_horizontal_scrolling[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","6","test_limit_parameter_boundaries[0-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","216","test_content_is_readable_without_zooming[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","1110","test_complete_purchase_journey[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","13","test_quantity_boundaries[2-201-numeric string \u2014 coerced by the API]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","6","test_quantity_boundaries[100-422-above maximum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","3","test_adding_unknown_product_is_rejected[-1]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","152","test_content_is_readable_without_zooming[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","3","test_checkout_with_empty_cart_is_rejected","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","369","test_out_of_stock_products_cannot_be_added[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","2","test_login_rejects_malformed_payloads[payload5-wrong types]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1096","test_layout_survives_rotation[webkit-landscape]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","3","test_search_is_case_insensitive_substring_match[AURORA-Aurora]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","434","test_layout_collapses_to_a_mobile_nav[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","506","test_layout_collapses_to_a_mobile_nav[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","450","test_anonymous_user_is_sent_to_login_when_adding_to_cart[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","3","test_search_rejects_injection_payloads_safely[' OR '1'='1]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","3","test_login_rejects_bad_credentials[nosuchuser-wonderland-unknown user]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","6","test_quantity_boundaries[99-201-maximum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1097","test_layout_survives_rotation[webkit-portrait]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","5","test_adding_unknown_product_is_rejected[0]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","922","test_logout_clears_the_session[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","112","test_no_horizontal_scrolling[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","338","test_checkout_button_is_disabled_for_an_empty_cart[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"BOLA / IDOR check — OWASP API Security's #1 risk.

    Every resource-by-id endpoint deserves this test. It is three lines and it
    finds the single most commonly exploited API vulnerability.

    This one currently FAILS against the SUT, on purpose. Note how the defect is
    handled: `xfail(strict=True)` with a ticket id. The build stays green *and*
    the moment someone fixes SHOP-114 the xpass turns the build red, forcing the
    marker to be removed. A commented-out test or a `skip` would have silently
    rotted instead.
    ","7","test_order_belongs_to_its_owner","tests.services","2026-08-14","skipped","2026-08-14","","test_cart_flow","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1353","test_can_complete_a_purchase_on_a_phone[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[%00]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
