"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","test_limit_parameter_boundaries[-5-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"A 404 for ""no results"" is a classic API design mistake — an empty
    collection is not a missing resource. Worth asserting explicitly.","3","test_search_with_no_matches_returns_empty_list_not_error","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload3-empty strings]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[Basic YWxpY2U6d29uZGVy]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","1","test_remove_item_updates_total","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","1","test_protected_endpoint_requires_valid_bearer_token[bearer lowercase-scheme-valid-token-shape]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","6","test_quantity_boundaries[1-201-minimum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","2","test_search_rejects_injection_payloads_safely[%00]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","5","test_in_stock_filter_partitions_the_catalogue","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[None]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","4","test_search_is_case_insensitive_substring_match[phone-Headphones]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"A reused token across logins is a real security defect, and a trivial
    test to write. Cheap tests for expensive bugs are the best ratio in QA.","4","test_tokens_are_unique_per_login","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","2","test_unknown_product_returns_404[0]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Documentation drift check. If an endpoint the suite exercises disappears
    from the spec, someone changed the contract without updating the docs.","1","test_openapi_declares_every_endpoint_the_tests_use","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","8","test_quantity_boundaries[100-422-above maximum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","5","test_quantity_boundaries[-1-422-negative]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","1015","test_user_can_log_in_with_valid_credentials[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","4","test_quantity_boundaries[1.5-422-non-integer]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"A retried POST can create two orders. This test is the guardrail that
    stops a well-meaning future change from making POST retryable.","21","test_api_client_does_not_retry_post","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[Bearer]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","1","test_search_rejects_injection_payloads_safely[../../etc/passwd]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"The invariant, not the example.

    Note the health-check suppression: `shop_as_user` is function-scoped, so
    Hypothesis reuses it across examples. That is acceptable *only* because the
    test resets the cart itself. Read that as the general rule — if you suppress
    `function_scoped_fixture`, you have taken responsibility for isolation.
    ","391","test_cart_total_always_equals_sum_of_lines","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","2","test_limit_parameter_boundaries[100-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","2","test_login_rejects_bad_credentials[alice-wrong-password-wrong password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","2","test_search_rejects_injection_payloads_safely[{{7*7}}]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","11","test_order_is_retrievable_after_creation","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","2","test_login_rejects_malformed_payloads[payload1-missing password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","1428","test_logout_clears_the_session[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","3","test_search_rejects_injection_payloads_safely[' OR '1'='1]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","2","test_search_rejects_injection_payloads_safely[<script>alert(1)</script>]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","3","test_adding_unknown_product_is_rejected[0]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","2","test_limit_parameter_boundaries[1-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","1518","test_error_message_is_announced_to_assistive_technology[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[wonderland]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","3","test_filter_by_category_returns_only_that_category[audio]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","5","test_cannot_add_out_of_stock_product","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","2","test_login_rejects_bad_credentials[alice-wonderland -trailing whitespace in password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Relational assertion — stronger than hardcoding counts, and it survives
    the catalogue growing. Prefer invariants over magic numbers.","5","test_filter_by_category_is_a_subset_of_the_full_catalogue","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","3","test_adding_unknown_product_is_rejected[999999]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","3","test_login_rejects_bad_credentials[nosuchuser-wonderland-unknown user]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","10","test_quantity_boundaries[0-422-below minimum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","579","test_keyboard_focus_is_visible[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Failure *messages* are a feature. Test them like one.","25","test_api_error_message_includes_request_and_response_detail","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","2","test_limit_parameter_boundaries[101-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","2","test_search_is_case_insensitive_substring_match[  -None]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","2","test_login_rejects_bad_credentials[ALICE-wonderland-username case mismatch]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","12","test_login_with_valid_credentials_returns_token","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","12","test_cart_total_is_sum_of_line_totals","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","3","test_adding_unknown_product_is_rejected[-1]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Fuzzing a search box: unicode, emoji, SQL fragments, control characters.

    Two properties, both cheap:
      * the endpoint answers 2xx for any string (no 500s);
      * every result actually contains the term (no filter bypass).
    ","84","test_search_never_crashes_and_never_returns_unrelated_items","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","5","test_add_item_to_empty_cart","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"BOLA / IDOR check — OWASP API Security's #1 risk.

    Every resource-by-id endpoint deserves this test. It is three lines and it
    finds the single most commonly exploited API vulnerability.

    This one currently FAILS against the SUT, on purpose. Note how the defect is
    handled: `xfail(strict=True)` with a ticket id. The build stays green *and*
    the moment someone fixes SHOP-114 the xpass turns the build red, forcing the
    marker to be removed. A commented-out test or a `skip` would have silently
    rotted instead.
    ","3","test_order_belongs_to_its_owner","tests.services","2026-08-14","skipped","2026-08-14","","test_cart_flow","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","2476","test_public_pages_have_no_serious_accessibility_violations[firefox-/]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Raw JSON Schema, deliberately *not* pydantic.

    Use this style when the schema is an artefact you receive (a partner spec, a
    file in a schema registry) rather than a model you maintain. It also catches
    things pydantic models often let through — here, `additionalProperties: false`
    and the category enum.
    ","20","test_every_product_matches_the_published_schema","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","4","test_filter_by_category_returns_only_that_category[display]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"One generated test per operation in the spec.

    `call_and_validate` runs the built-in checks: not_a_server_error,
    status_code_conformance, content_type_conformance, response_schema_conformance,
    positive_data_acceptance. A failure prints a curl command that reproduces it —
    paste that straight into a ticket.

    ### Triage log (read this — it is the real lesson)

    Three findings came out of the first runs of this single test:

      1. *Undocumented status code 400/401* — REAL. The service returns them;
         the spec never mentioned them. Fixed by documenting them (sut/app.py).
      2. *Response schema mismatch on 422* — REAL, and self-inflicted by the fix
         for (1): we declared `detail: string` while FastAPI returns a list of
         error objects. Fixed by removing the wrong override.
      3. *`positive_data_acceptance` on `?in_stock=null`* — NOT a product bug.
         An optional query parameter is `boolean | null` in the schema, but a
         URL query string has no way to express JSON `null`; the generator sends
         the literal text ""null"" and the server correctly rejects it. This is a
         limitation of OpenAPI's expressiveness, not a defect.

    Finding (3) is excluded below, *with the reason recorded next to the code*.
    Excluding a check without writing down why is how contract testing decays
    into a permanently-yellow job everyone ignores.

    A fourth finding appeared later, and only under `pytest -n 4`: an
    intermittent `FailedHealthCheck: Too many generated examples are filtered
    out`. Also not a product bug — see the `filter_too_much` note on the
    settings below. Two lessons in one test: generated-testing tools produce
    findings about *themselves* as well as about the system, and a flake that
    only appears in parallel is still a flake that must be diagnosed rather
    than retried.
    ","336","test_api_conforms_to_its_openapi_spec[DELETE /api/cart/items/{product_id}]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Multi-tenancy isolation — the bug class that makes headlines.

    Two fixtures, two real sessions. This is why `api_client` is function-scoped:
    a shared client could not express this scenario at all.
    ","10","test_two_users_have_isolated_carts","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","9","test_login_rejects_bad_credentials[alice -wonderland-trailing whitespace in username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","4","test_search_is_case_insensitive_substring_match[aurora-Aurora]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","3","test_checkout_with_empty_cart_is_rejected","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","8","test_checkout_creates_order_and_empties_cart","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","3","test_unknown_product_returns_404[-1]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Cross-endpoint consistency. Two endpoints serving the same entity from
    different code paths drift constantly; this catches it in one assertion.","3","test_get_product_by_id_matches_list_entry","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","2","test_limit_caps_the_result_size","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","2","test_login_rejects_malformed_payloads[payload2-missing username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[Bearer not-a-real-token]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","5","test_quantity_boundaries[2-201-numeric string \u2014 coerced by the API]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","4","test_adding_unknown_product_is_rejected[abc]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","2","test_search_is_case_insensitive_substring_match[AURORA-Aurora]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Proves the retry policy without needing a flaky server.

    Every piece of ""clever"" framework logic — retries, backoff, token refresh —
    needs a test like this, or it is untrustworthy exactly when it matters.
    ","949","test_api_client_retries_transient_5xx_on_idempotent_requests","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","2","test_non_numeric_product_id_returns_422_not_500","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","2","test_filter_by_category_returns_only_that_category[video]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","1","test_limit_parameter_boundaries[0-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","3","test_unknown_product_returns_404[999999]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","3","test_product_catalogue_is_not_empty","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","383","test_page_has_exactly_one_h1_and_a_language[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","2","test_limit_parameter_boundaries[many-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","2","test_login_rejects_malformed_payloads[payload5-wrong types]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","2","test_login_rejects_malformed_payloads[payload0-empty body]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
