"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"BOLA / IDOR check — OWASP API Security's #1 risk.

    Every resource-by-id endpoint deserves this test. It is three lines and it
    finds the single most commonly exploited API vulnerability.

    This one currently FAILS against the SUT, on purpose. Note how the defect is
    handled: `xfail(strict=True)` with a ticket id. The build stays green *and*
    the moment someone fixes SHOP-114 the xpass turns the build red, forcing the
    marker to be removed. A commented-out test or a `skip` would have silently
    rotted instead.
    ","6","test_order_belongs_to_its_owner","tests.services","2026-08-14","skipped","2026-08-14","","test_cart_flow","",""
"","127","test_device_reports_a_mobile_user_agent[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","763","test_session_persists_across_reload[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","110","test_no_horizontal_scrolling[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","829","test_public_pages_have_no_serious_accessibility_violations[firefox-/login]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","1612","test_offline_mode_does_not_show_a_blank_page[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","296","test_layout_collapses_to_a_mobile_nav[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","1051","test_login_form_is_keyboard_operable[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","130","test_product_grid_renders_the_catalogue[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","934","test_touch_targets_meet_the_minimum_size[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Precondition via API, verification via UI — the pattern to default to.","676","test_removing_an_item_updates_the_total[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","5","test_unknown_product_returns_404[-1]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","900","test_search_filters_the_grid[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","184","test_login_errors_are_shown_to_the_user[chromium-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","4","test_protected_endpoint_requires_valid_bearer_token[bearer lowercase-scheme-valid-token-shape]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","671","test_user_can_log_in_with_valid_credentials[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","493","test_category_filter[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","260","test_search_filters_the_grid[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","472","test_login_errors_are_shown_to_the_user[firefox--wonderland-Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","232","test_device_reports_a_mobile_user_agent[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1115","test_can_complete_a_purchase_on_a_phone[iPad (gen 7)-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","505","test_login_errors_are_shown_to_the_user[webkit-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Cross-layer consistency — my favourite kind of test.

    The UI must render exactly what the API serves. This catches client-side
    filtering, pagination and caching bugs that neither layer finds alone.
    ","327","test_ui_and_api_agree_on_the_catalogue[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","358","test_content_is_readable_without_zooming[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","92","test_content_is_readable_without_zooming[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","328","test_product_grid_renders_the_catalogue[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","8","test_quantity_boundaries[2-201-numeric string \u2014 coerced by the API]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","259","test_api_failure_is_surfaced_to_the_user[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","4","test_login_rejects_bad_credentials[alice-wrong-password-wrong password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","437","test_password_field_is_masked[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"A behaviour worth pinning down: does the API *merge* lines or *append*
    duplicates? Both are defensible designs; only one matches the spec, and an
    unpinned choice will silently flip during a refactor.","11","test_adding_same_product_twice_increments_quantity","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","3","test_login_rejects_malformed_payloads[payload1-missing password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","568","test_search_filters_the_grid[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","295","test_no_horizontal_scrolling[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","346","test_user_can_log_in_with_valid_credentials[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","1167","test_public_pages_have_no_serious_accessibility_violations[webkit-/]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","2093","test_error_message_is_announced_to_assistive_technology[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","404","test_mobile_nav_opens_and_is_announced[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","582","test_touch_targets_meet_the_minimum_size[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1101","test_can_complete_a_purchase_on_a_phone[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","12","test_order_is_retrievable_after_creation","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","4","test_adding_unknown_product_is_rejected[0]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","547","test_touch_targets_meet_the_minimum_size[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"One generated test per operation in the spec.

    `call_and_validate` runs the built-in checks: not_a_server_error,
    status_code_conformance, content_type_conformance, response_schema_conformance,
    positive_data_acceptance. A failure prints a curl command that reproduces it —
    paste that straight into a ticket.

    ### Triage log (read this — it is the real lesson)

    Three findings came out of the first runs of this single test:

      1. *Undocumented status code 400/401* — REAL. The service returns them;
         the spec never mentioned them. Fixed by documenting them (sut/app.py).
      2. *Response schema mismatch on 422* — REAL, and self-inflicted by the fix
         for (1): we declared `detail: string` while FastAPI returns a list of
         error objects. Fixed by removing the wrong override.
      3. *`positive_data_acceptance` on `?in_stock=null`* — NOT a product bug.
         An optional query parameter is `boolean | null` in the schema, but a
         URL query string has no way to express JSON `null`; the generator sends
         the literal text ""null"" and the server correctly rejects it. This is a
         limitation of OpenAPI's expressiveness, not a defect.

    Finding (3) is excluded below, *with the reason recorded next to the code*.
    Excluding a check without writing down why is how contract testing decays
    into a permanently-yellow job everyone ignores.

    A fourth finding appeared later, and only under `pytest -n 4`: an
    intermittent `FailedHealthCheck: Too many generated examples are filtered
    out`. Also not a product bug — see the `filter_too_much` note on the
    settings below. Two lessons in one test: generated-testing tools produce
    findings about *themselves* as well as about the system, and a flake that
    only appears in parallel is still a flake that must be diagnosed rather
    than retried.
    ","646","test_api_conforms_to_its_openapi_spec[DELETE /api/cart/items/{product_id}]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","4","test_login_rejects_malformed_payloads[payload2-missing username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[' OR '1'='1]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","261","test_cart_survives_a_page_reload[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","6","test_search_is_case_insensitive_substring_match[  -None]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Fuzzing a search box: unicode, emoji, SQL fragments, control characters.

    Two properties, both cheap:
      * the endpoint answers 2xx for any string (no 500s);
      * every result actually contains the term (no filter bypass).
    ","125","test_search_never_crashes_and_never_returns_unrelated_items","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","1483","test_logout_clears_the_session[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","13","test_add_item_to_empty_cart","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","514","test_touch_targets_meet_the_minimum_size[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","145","test_touch_targets_meet_the_minimum_size[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","216","test_search_with_no_results_shows_zero_and_no_error[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","9","test_quantity_boundaries[99-201-maximum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","230","test_anonymous_user_is_sent_to_login_when_adding_to_cart[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","153","test_device_reports_a_mobile_user_agent[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","4","test_login_rejects_malformed_payloads[payload5-wrong types]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","518","test_keyboard_focus_is_visible[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","121","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1820","test_layout_survives_rotation[firefox-portrait]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","96","test_layout_collapses_to_a_mobile_nav[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","8","test_quantity_boundaries[0-422-below minimum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","99","test_content_is_readable_without_zooming[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","6","test_protected_endpoint_requires_valid_bearer_token[Bearer not-a-real-token]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Cross-layer consistency — my favourite kind of test.

    The UI must render exactly what the API serves. This catches client-side
    filtering, pagination and caching bugs that neither layer finds alone.
    ","571","test_ui_and_api_agree_on_the_catalogue[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","807","test_error_message_is_announced_to_assistive_technology[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","123","test_layout_collapses_to_a_mobile_nav[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","928","test_login_errors_are_shown_to_the_user[firefox-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","621","test_search_with_no_results_shows_zero_and_no_error[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The invariant, not the example.

    Note the health-check suppression: `shop_as_user` is function-scoped, so
    Hypothesis reuses it across examples. That is acceptable *only* because the
    test resets the cart itself. Read that as the general rule — if you suppress
    `function_scoped_fixture`, you have taken responsibility for isolation.
    ","545","test_cart_total_always_equals_sum_of_lines","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","861","test_complete_purchase_journey[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","282","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","3","test_limit_parameter_boundaries[1-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","362","test_offline_mode_does_not_show_a_blank_page[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Multi-tenancy isolation — the bug class that makes headlines.

    Two fixtures, two real sessions. This is why `api_client` is function-scoped:
    a shared client could not express this scenario at all.
    ","21","test_two_users_have_isolated_carts","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"","184","test_mobile_nav_opens_and_is_announced[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","346","test_login_errors_are_shown_to_the_user[webkit---Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","114","test_no_horizontal_scrolling[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","237","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-webkit]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","373","test_content_is_readable_without_zooming[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","226","test_every_interactive_control_has_an_accessible_name[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","944","test_public_pages_have_no_serious_accessibility_violations[chromium-/]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Precondition via API, verification via UI — the pattern to default to.","309","test_removing_an_item_updates_the_total[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","222","test_device_reports_a_mobile_user_agent[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","4","test_adding_unknown_product_is_rejected[abc]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","5","test_login_rejects_malformed_payloads[payload3-empty strings]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","398","test_content_is_readable_without_zooming[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"","157","test_page_has_exactly_one_h1_and_a_language[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","291","test_session_persists_across_reload[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","415","test_mobile_nav_opens_and_is_announced[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","4","test_product_catalogue_is_not_empty","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","660","test_touch_targets_meet_the_minimum_size[Pixel 7-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","7","test_filter_by_category_returns_only_that_category[input]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","139","test_touch_targets_meet_the_minimum_size[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","474","test_can_complete_a_purchase_on_a_phone[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","4","test_login_rejects_malformed_payloads[payload4-oversized username]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","522","test_public_pages_have_no_serious_accessibility_violations[chromium-/login]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","328","test_no_horizontal_scrolling[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","556","test_anonymous_user_is_sent_to_login_when_adding_to_cart[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","477","test_can_complete_a_purchase_on_a_phone[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","6","test_search_rejects_injection_payloads_safely[../../etc/passwd]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"A reused token across logins is a real security defect, and a trivial
    test to write. Cheap tests for expensive bugs are the best ratio in QA.","9","test_tokens_are_unique_per_login","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","182","test_content_is_readable_without_zooming[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","5","test_unknown_product_returns_404[999999]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","160","test_mobile_nav_opens_and_is_announced[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","313","test_device_reports_a_mobile_user_agent[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
