"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Network shaping via CDP. Emulating a slow link surfaces missing loading
    states and races that a gigabit office connection hides completely.

    CDP is a Chromium protocol, so this test cannot run on Firefox or WebKit —
    the first cross-browser CI run failed here with ""CDP session is only
    available in Chromium"". Skipping with an explicit reason is the honest fix:
    the capability genuinely does not exist elsewhere, and a silent pass would
    misrepresent the coverage. For latency on other engines, fall back to
    `page.route` with a delay in the handler, which works everywhere.
    ","1","test_page_works_on_a_slow_3g_connection[firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"","464","test_mobile_nav_opens_and_is_announced[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","785","test_can_complete_a_purchase_on_a_phone[iPad (gen 7)-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","611","test_keyboard_focus_is_visible[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","194","test_layout_collapses_to_a_mobile_nav[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","439","test_touch_targets_meet_the_minimum_size[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","239","test_content_is_readable_without_zooming[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","1357","test_offline_mode_does_not_show_a_blank_page[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","434","test_content_is_readable_without_zooming[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","4","test_search_is_case_insensitive_substring_match[aurora-Aurora]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","344","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","3","test_protected_endpoint_requires_valid_bearer_token[None]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","3","test_login_rejects_bad_credentials[nosuchuser-wonderland-unknown user]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","4","test_login_rejects_malformed_payloads[payload0-empty body]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","211","test_content_is_readable_without_zooming[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","543","test_api_failure_is_surfaced_to_the_user[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","896","test_complete_purchase_journey[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","366","test_login_errors_are_shown_to_the_user[webkit--wonderland-Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","6","test_unknown_product_returns_404[0]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","5","test_login_rejects_malformed_payloads[payload3-empty strings]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","875","test_can_complete_a_purchase_on_a_phone[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Failure *messages* are a feature. Test them like one.","34","test_api_error_message_includes_request_and_response_detail","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","832","test_login_errors_are_shown_to_the_user[firefox-alice-nope-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","616","test_category_filter[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"DELETE should be idempotent — deleting twice must not 404 or 500.","12","test_removing_a_product_that_is_not_in_the_cart_is_idempotent","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","344","test_content_is_readable_without_zooming[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"One table, five behaviours. Note the ids: a failing run says
    `test_login_rejects_bad_credentials[username case mismatch]`, so triage
    starts before you open the log.","5","test_login_rejects_bad_credentials[ALICE-wonderland-username case mismatch]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","342","test_content_is_readable_without_zooming[Pixel 7-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","2","test_unknown_product_returns_404[999999]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","300","test_device_reports_a_mobile_user_agent[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","1462","test_error_message_is_announced_to_assistive_technology[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","4","test_search_is_case_insensitive_substring_match[AURORA-Aurora]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1044","test_can_complete_a_purchase_on_a_phone[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Removing focus outlines without a replacement locks out keyboard users.
    Checks that *something* changes visually when a control is focused.","439","test_keyboard_focus_is_visible[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","646","test_cart_survives_a_page_reload[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","240","test_device_reports_a_mobile_user_agent[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The one true end-to-end test: browse -> add -> cart -> checkout.

    A suite needs a handful of these and no more. They are the most expensive
    tests you own and the first to go flaky; every additional one buys less
    coverage than an API test costing 1% as much.
    ","457","test_complete_purchase_journey[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","283","test_layout_collapses_to_a_mobile_nav[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","1303","test_can_complete_a_purchase_on_a_phone[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","888","test_user_can_log_in_with_valid_credentials[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","5","test_protected_endpoint_requires_valid_bearer_token[Basic YWxpY2U6d29uZGVy]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","17","test_quantity_boundaries[0-422-below minimum]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","997","test_dark_mode_renders_with_readable_contrast[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","125","test_no_horizontal_scrolling[Pixel 7-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","713","test_login_errors_are_shown_to_the_user[firefox--wonderland-Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","12","test_in_stock_filter_partitions_the_catalogue","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","317","test_content_is_readable_without_zooming[iPad (gen 7)-webkit]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","829","test_login_errors_are_shown_to_the_user[firefox---Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","170","test_layout_collapses_to_a_mobile_nav[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","5","test_search_rejects_injection_payloads_safely[' OR '1'='1]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"","6","test_cannot_add_out_of_stock_product","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","305","test_mobile_nav_opens_and_is_announced[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","399","test_session_persists_across_reload[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","158","test_no_horizontal_scrolling[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","699","test_search_filters_the_grid[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","10","test_add_item_to_empty_cart","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Injection strings should be *data*, not code.

    Deliberately `parametrize`, not `@given(st.sampled_from(...))`: when the
    inputs are a fixed, hand-curated list, parametrize gives one test id per
    payload, works with function-scoped fixtures, and doesn't pay Hypothesis's
    machinery cost. Reach for Hypothesis when you want inputs you did *not*
    think of — see the fuzz test above.
    ","4","test_search_rejects_injection_payloads_safely[%00]","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1942","test_layout_survives_rotation[firefox-landscape]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","827","test_search_with_no_results_shows_zero_and_no_error[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","9","test_quantity_boundaries[1-201-minimum valid]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","763","test_session_persists_across_reload[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","383","test_out_of_stock_products_cannot_be_added[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Gate on `serious` and `critical` only.

    Gating on every impact level from day one on a legacy app produces a red
    build nobody can fix this sprint, and the job gets disabled within a week.
    Ratchet the threshold down over time instead — that strategy actually ships.
    ","1413","test_public_pages_have_no_serious_accessibility_violations[chromium-/]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","171","test_layout_collapses_to_a_mobile_nav[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","481","test_product_grid_renders_the_catalogue[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","4","test_unknown_product_returns_404[-1]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","341","test_touch_targets_meet_the_minimum_size[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","360","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"","4","test_login_with_valid_credentials_returns_token","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Raw JSON Schema, deliberately *not* pydantic.

    Use this style when the schema is an artefact you receive (a partner spec, a
    file in a schema registry) rather than a model you maintain. It also catches
    things pydantic models often let through — here, `additionalProperties: false`
    and the category enum.
    ","139","test_every_product_matches_the_published_schema","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","272","test_page_has_exactly_one_h1_and_a_language[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","4","test_limit_parameter_boundaries[101-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","548","test_search_with_no_results_shows_zero_and_no_error[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"The single most valuable mobile-web assertion: does the responsive
    breakpoint actually fire on real device widths?","295","test_layout_collapses_to_a_mobile_nav[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","461","test_login_errors_are_shown_to_the_user[webkit-alice--Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Fuzzing a search box: unicode, emoji, SQL fragments, control characters.

    Two properties, both cheap:
      * the endpoint answers 2xx for any string (no 500s);
      * every result actually contains the term (no filter bypass).
    ","134","test_search_never_crashes_and_never_returns_unrelated_items","tests.services","2026-08-14","passed","2026-08-14","","test_contract_and_properties","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","828","test_touch_targets_meet_the_minimum_size[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","224","test_login_errors_are_shown_to_the_user[chromium-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"WCAG 2.2 (2.5.8) asks for 24x24 CSS px; iOS HIG and Material both say 44-48.
    This asserts the stricter, humane 44px on interactive controls.","527","test_touch_targets_meet_the_minimum_size[Pixel 7-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","283","test_password_field_is_masked[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","9","test_order_is_retrievable_after_creation","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","4","test_protected_endpoint_requires_valid_bearer_token[Bearer not-a-real-token]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","568","test_can_complete_a_purchase_on_a_phone[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Validation errors must be 4xx and must never be 5xx.

    A 500 on bad input means the input reached code that didn't expect it — the
    exact shape of bug that turns into a security finding later.
    ","5","test_login_rejects_malformed_payloads[payload1-missing password]","tests.services","2026-08-14","passed","2026-08-14","","test_auth","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","259","test_no_horizontal_scrolling[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","5","test_limit_parameter_boundaries[100-200]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"","388","test_device_reports_a_mobile_user_agent[Pixel 7-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","165","test_no_horizontal_scrolling[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","11","test_checkout_creates_order_and_empties_cart","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Cross-layer consistency — my favourite kind of test.

    The UI must render exactly what the API serves. This catches client-side
    filtering, pagination and caching bugs that neither layer finds alone.
    ","452","test_ui_and_api_agree_on_the_catalogue[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","4","test_filter_by_category_returns_only_that_category[audio]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","231","test_content_is_readable_without_zooming[iPad (gen 7)-firefox]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"","476","test_device_reports_a_mobile_user_agent[Galaxy S9+-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","732","test_category_filter[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","1315","test_logout_clears_the_session[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","822","test_mobile_nav_opens_and_is_announced[Pixel 7-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","9","test_quantity_boundaries[1.5-422-non-integer]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"","4","test_limit_parameter_boundaries[0-422]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","483","test_content_is_readable_without_zooming[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","246","test_no_horizontal_scrolling[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","673","test_user_can_log_in_with_valid_credentials[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","245","test_search_with_no_results_shows_zero_and_no_error[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","916","test_login_form_is_keyboard_operable[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","254","test_login_errors_are_shown_to_the_user[chromium-alice-nope-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Boundary-value analysis, done properly: min, min-1, max, max+1, and the
    type boundary. Three of these five rows have caught real defects in the
    author's experience; the middle-of-range value has caught none.","7","test_quantity_boundaries[-1-422-negative]","tests.services","2026-08-14","passed","2026-08-14","","test_cart_flow","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","288","test_login_errors_are_shown_to_the_user[chromium-alice--Username and password are required]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","439","test_offline_mode_does_not_show_a_blank_page[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"`role=""alert""` is what makes a screen reader speak the error. Without it
    a blind user gets silence after pressing the button.","2117","test_error_message_is_announced_to_assistive_technology[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","897","test_anonymous_user_is_sent_to_login_when_adding_to_cart[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","175","test_device_reports_a_mobile_user_agent[iPad (gen 7)-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Fault injection via route interception.

    Playwright can intercept network traffic, which lets a UI test cover the
    error paths QA normally can't reach: 500s, timeouts, empty responses.
    These branches are almost never manually tested and almost always broken.
    ","229","test_api_failure_is_surfaced_to_the_user[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Rotation is a state change most suites never exercise — and a reliable
    source of clipped headers and stuck modals.","1417","test_layout_survives_rotation[webkit-landscape]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","482","test_out_of_stock_products_cannot_be_added[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Offline is the mobile-specific failure mode. The requirement here is
    modest and non-negotiable: don't render an empty white screen.","2141","test_offline_mode_does_not_show_a_blank_page[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","1978","test_dark_mode_renders_with_readable_contrast[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","451","test_every_interactive_control_has_an_accessible_name[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"A control with no accessible name is announced as ""button"" — useless.
    This check is narrow, deterministic and catches the single most common
    real-world a11y defect.","260","test_every_interactive_control_has_an_accessible_name[chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"","621","test_mobile_nav_opens_and_is_announced[Galaxy S9+-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","424","test_cart_survives_a_page_reload[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"Font size below 12px on a phone is a real usability defect and a common
    consequence of reusing desktop CSS.","257","test_content_is_readable_without_zooming[iPhone 15-webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Dark mode is a whole second theme that usually gets zero test coverage.
    Running the same axe audit under `color_scheme=""dark""` is nearly free.","1917","test_dark_mode_renders_with_readable_contrast[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_accessibility_and_visual","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","486","test_can_complete_a_purchase_on_a_phone[iPhone 15-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","4","test_search_is_case_insensitive_substring_match[phone-Headphones]","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"A hand-rolled visual check, so you can see the mechanics.

    In production use a service (Percy, Applitools, Chromatic) or Playwright's
    own `expect(page).to_have_screenshot()` in the JS runner. What matters is
    that you understand the four levers below — every tool exposes the same ones.

    ### A screenshot is only comparable within one environment

    The first CI run of this test failed on all three engines. The baseline had
    been recorded on Windows/Chromium, and Linux CI renders the same page with
    different font rasterisation — before you even consider that Firefox and
    WebKit are different engines entirely.

    That is not a bug to work around, it is the defining property of visual
    testing: a baseline belongs to one browser on one operating system. Hence
    the platform- and engine-keyed filename below. In a real project you either
    commit baselines generated inside the same container CI uses, or you use a
    hosted service that manages exactly this problem for you.
    ","1587","test_product_grid_matches_the_visual_baseline[webkit]","tests.web","2026-08-14","skipped","2026-08-14","","test_accessibility_and_visual","",""
"Horizontal overflow is *the* mobile bug: an element wider than the
    viewport, usually a table or an unbroken string. Cheap to detect, and
    nobody notices it in a desktop browser.","451","test_no_horizontal_scrolling[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","371","test_product_grid_renders_the_catalogue[firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_shopping_flow","",""
"","194","test_mobile_nav_opens_and_is_announced[iPad (gen 7)-chromium]","tests.web","2026-08-14","skipped","2026-08-14","","test_mobile_web","",""
"","1466","test_logout_clears_the_session[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","4","test_product_catalogue_is_not_empty","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"A hand-rolled visual check, so you can see the mechanics.

    In production use a service (Percy, Applitools, Chromatic) or Playwright's
    own `expect(page).to_have_screenshot()` in the JS runner. What matters is
    that you understand the four levers below — every tool exposes the same ones.

    ### A screenshot is only comparable within one environment

    The first CI run of this test failed on all three engines. The baseline had
    been recorded on Windows/Chromium, and Linux CI renders the same page with
    different font rasterisation — before you even consider that Firefox and
    WebKit are different engines entirely.

    That is not a bug to work around, it is the defining property of visual
    testing: a baseline belongs to one browser on one operating system. Hence
    the platform- and engine-keyed filename below. In a real project you either
    commit baselines generated inside the same container CI uses, or you use a
    hosted service that manages exactly this problem for you.
    ","1246","test_product_grid_matches_the_visual_baseline[chromium]","tests.web","2026-08-14","skipped","2026-08-14","","test_accessibility_and_visual","",""
"The mobile journey, tap by tap. Same Page Objects as the desktop test —
    the only mobile-specific step is opening the nav.","591","test_can_complete_a_purchase_on_a_phone[Galaxy S9+-chromium]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Cross-endpoint consistency. Two endpoints serving the same entity from
    different code paths drift constantly; this catches it in one assertion.","7","test_get_product_by_id_matches_list_entry","tests.services","2026-08-14","passed","2026-08-14","","test_products","",""
"Tab order and Enter-to-submit. A surprising number of production forms
    fail this, and it costs one test to know.","996","test_login_form_is_keyboard_operable[webkit]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
"","420","test_device_reports_a_mobile_user_agent[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"","1052","test_mobile_nav_opens_and_is_announced[iPhone 15-firefox]","tests.web","2026-08-14","passed","2026-08-14","","test_mobile_web","",""
"Assert on the message the user reads, not on an internal state flag.
    A test that passes while the user sees a blank box is worse than no test.","438","test_login_errors_are_shown_to_the_user[webkit-ghost-wonderland-Invalid credentials]","tests.web","2026-08-14","passed","2026-08-14","","test_login","",""
